Tiempo,Pandora mm (637km2),Banano mm (90km2)
11/19/1981,1.13,7.56
11/20/1981,1.17,7.65
11/21/1981,1.13,13.63
11/22/1981,1.08,10.56
11/23/1981,1.13,8.55
11/24/1981,4.18,12.10
11/25/1981,2.17,12.58
11/26/1981,1.56,17.09
11/27/1981,1.45,13.73
11/28/1981,1.41,13.25
11/29/1981,1.26,19.10
11/30/1981,1.25,14.59
12/1/1981,1.25,14.21
12/2/1981,1.24,11.90
12/3/1981,1.23,10.66
12/4/1981,1.22,10.46
12/5/1981,1.22,9.50
12/6/1981,1.26,11.81
12/7/1981,1.31,10.66
12/8/1981,1.26,8.32
12/9/1981,1.26,7.65
12/10/1981,1.29,9.70
12/11/1981,1.61,8.78
12/12/1981,1.71,16.13
12/13/1981,1.65,17.18
12/14/1981,1.65,12.58
12/15/1981,1.59,9.98
12/16/1981,1.59,9.29
12/17/1981,1.56,10.08
12/18/1981,1.36,8.55
12/19/1981,1.26,5.94
12/20/1981,1.22,6.57
12/21/1981,1.26,5.74
12/22/1981,1.86,5.58
12/23/1981,3.15,7.55
12/24/1981,2.60,6.57
12/25/1981,2.10,6.36
12/26/1981,2.05,5.94
12/27/1981,1.99,5.34
12/28/1981,1.94,5.90
12/29/1981,1.76,5.94
12/30/1981,1.76,14.78
12/31/1981,1.75,15.26
1/1/1982,1.65,15.46
1/2/1982,1.63,18.24
1/3/1982,1.61,18.91
1/4/1982,1.61,13.25
1/5/1982,1.59,19.39
1/6/1982,1.59,14.98
1/7/1982,1.61,10.37
1/8/1982,1.61,9.98
1/9/1982,1.65,9.52
1/10/1982,1.76,8.32
1/11/1982,1.76,7.65
1/12/1982,1.82,18.43
1/13/1982,1.82,11.81
1/14/1982,1.84,9.57
1/15/1982,1.65,8.32
1/16/1982,1.56,6.99
1/17/1982,1.61,6.57
1/18/1982,1.67,5.94
1/19/1982,2.60,5.34
1/20/1982,2.29,5.15
1/21/1982,2.96,5.15
1/22/1982,3.20,11.90
1/23/1982,3.15,11.90
1/24/1982,4.34,7.65
1/25/1982,3.02,11.81
1/26/1982,5.48,384.00
1/27/1982,9.44,136.32
1/28/1982,4.65,78.72
1/29/1982,7.18,55.49
1/30/1982,3.27,43.49
1/31/1982,2.22,35.04
2/1/1982,1.99,36.77
2/2/1982,2.10,38.21
2/3/1982,2.28,29.76
2/4/1982,2.17,64.80
2/5/1982,2.22,48.00
2/6/1982,2.21,43.49
2/7/1982,3.15,33.02
2/8/1982,3.47,29.28
2/9/1982,5.32,25.63
2/10/1982,4.65,23.81
2/11/1982,2.83,32.93
2/12/1982,2.35,26.69
2/13/1982,2.16,10.18
2/14/1982,2.60,8.71
2/15/1982,2.35,7.90
2/16/1982,2.10,7.78
2/17/1982,1.99,5.34
2/18/1982,5.57,4.95
2/19/1982,4.49,8.12
2/20/1982,4.90,4.57
2/21/1982,3.40,4.39
2/22/1982,3.15,3.67
2/23/1982,2.35,11.14
2/24/1982,2.22,18.34
2/25/1982,2.55,8.09
2/26/1982,9.10,5.94
2/27/1982,17.77,5.59
2/28/1982,16.95,8.08
3/1/1982,13.24,5.94
3/2/1982,25.64,4.76
3/3/1982,10.04,4.02
3/4/1982,6.88,3.49
3/5/1982,6.12,8.92
3/6/1982,4.57,7.90
3/7/1982,3.74,8.93
3/8/1982,3.89,8.55
3/9/1982,4.34,10.56
3/10/1982,3.27,10.27
3/11/1982,6.78,8.32
3/12/1982,6.69,7.65
3/13/1982,4.98,7.21
3/14/1982,3.74,7.21
3/15/1982,4.34,6.57
3/16/1982,3.61,8.44
3/17/1982,2.83,10.75
3/18/1982,2.60,10.08
3/19/1982,2.35,9.60
3/20/1982,2.10,13.92
3/21/1982,2.21,16.32
3/22/1982,4.90,14.78
3/23/1982,2.78,18.24
3/24/1982,4.34,12.77
3/25/1982,140.65,10.66
3/26/1982,49.78,8.55
3/27/1982,13.37,8.32
3/28/1982,9.44,6.78
3/29/1982,7.38,8.94
3/30/1982,5.93,6.00
3/31/1982,6.21,5.15
4/1/1982,6.50,5.15
4/2/1982,5.06,4.39
4/3/1982,11.01,4.95
4/4/1982,8.11,4.95
4/5/1982,7.38,4.95
4/6/1982,5.57,16.22
4/7/1982,4.98,10.37
4/8/1982,4.34,12.67
4/9/1982,4.03,11.33
4/10/1982,5.57,15.94
4/11/1982,4.57,18.82
4/12/1982,4.82,12.19
4/13/1982,4.11,10.18
4/14/1982,3.74,11.04
4/15/1982,5.40,13.06
4/16/1982,4.65,9.57
4/17/1982,4.34,8.09
4/18/1982,3.74,7.43
4/19/1982,4.90,7.65
4/20/1982,17.09,11.23
4/21/1982,8.00,11.90
4/22/1982,5.48,10.08
4/23/1982,10.15,8.55
4/24/1982,13.83,17.18
4/25/1982,6.31,17.47
4/26/1982,4.98,30.24
4/27/1982,4.34,25.54
4/28/1982,3.96,16.42
4/29/1982,6.21,12.19
4/30/1982,6.50,11.90
5/1/1982,4.34,11.90
5/2/1982,4.18,9.89
5/3/1982,3.89,8.55
5/4/1982,4.34,7.65
5/5/1982,6.12,7.65
5/6/1982,5.93,13.92
5/7/1982,4.57,18.05
5/8/1982,3.89,14.59
5/9/1982,3.74,14.59
5/10/1982,3.40,14.59
5/11/1982,3.34,13.25
5/12/1982,3.15,12.19
5/13/1982,3.40,23.04
5/14/1982,4.34,21.12
5/15/1982,4.03,19.78
5/16/1982,3.89,18.05
5/17/1982,5.57,16.90
5/18/1982,6.50,15.36
5/19/1982,5.93,29.28
5/20/1982,7.38,23.52
5/21/1982,5.22,18.53
5/22/1982,4.57,14.59
5/23/1982,3.81,10.94
5/24/1982,3.61,8.09
5/25/1982,3.15,8.05
5/26/1982,3.15,8.03
5/27/1982,3.08,7.99
5/28/1982,3.15,7.94
5/29/1982,3.40,7.87
5/30/1982,3.15,14.88
5/31/1982,3.02,10.37
6/1/1982,3.15,8.55
6/2/1982,2.96,7.87
6/3/1982,4.41,6.57
6/4/1982,4.73,6.14
6/5/1982,5.57,11.62
6/6/1982,4.73,10.66
6/7/1982,5.06,13.73
6/8/1982,8.87,8.78
6/9/1982,8.76,8.09
6/10/1982,4.90,8.09
6/11/1982,5.22,8.97
6/12/1982,6.21,11.62
6/13/1982,4.98,11.33
6/14/1982,4.18,9.01
6/15/1982,4.49,8.78
6/16/1982,5.67,8.55
6/17/1982,5.32,11.90
6/18/1982,4.90,13.63
6/19/1982,4.65,13.25
6/20/1982,4.18,11.33
6/21/1982,4.65,9.89
6/22/1982,4.18,9.70
6/23/1982,4.73,9.70
6/24/1982,7.89,9.54
6/25/1982,6.12,9.43
6/26/1982,6.50,9.35
6/27/1982,7.28,9.24
6/28/1982,8.55,9.14
6/29/1982,7.28,9.06
6/30/1982,5.48,8.95
7/1/1982,4.41,8.85
7/2/1982,4.41,8.76
7/3/1982,8.44,8.69
7/4/1982,8.55,8.62
7/5/1982,6.12,8.51
7/6/1982,5.85,8.44
7/7/1982,5.32,8.34
7/8/1982,4.34,8.26
7/9/1982,3.81,8.19
7/10/1982,7.08,8.09
7/11/1982,5.67,7.96
7/12/1982,4.98,7.82
7/13/1982,4.73,7.72
7/14/1982,4.98,7.58
7/15/1982,5.14,7.45
7/16/1982,20.89,7.32
7/17/1982,9.21,7.18
7/18/1982,5.93,7.08
7/19/1982,4.82,6.95
7/20/1982,4.18,6.82
7/21/1982,3.68,6.69
7/22/1982,3.27,4.76
7/23/1982,3.02,6.44
7/24/1982,2.73,6.34
7/25/1982,2.78,6.21
7/26/1982,2.78,6.09
7/27/1982,5.85,5.96
7/28/1982,4.65,5.84
7/29/1982,3.40,5.74
7/30/1982,3.15,5.62
7/31/1982,2.73,5.50
8/1/1982,2.44,5.38
8/2/1982,2.35,5.26
8/3/1982,2.78,5.16
8/4/1982,11.64,5.05
8/5/1982,4.18,4.93
8/6/1982,4.41,4.82
8/7/1982,4.57,4.70
8/8/1982,5.85,4.61
8/9/1982,7.80,4.49
8/10/1982,5.06,4.39
8/11/1982,3.89,4.25
8/12/1982,3.27,4.13
8/13/1982,3.20,4.02
8/14/1982,3.34,3.90
8/15/1982,8.99,3.79
8/16/1982,7.28,3.67
8/17/1982,4.65,14.02
8/18/1982,3.74,9.51
8/19/1982,3.27,7.21
8/20/1982,3.20,6.57
8/21/1982,3.08,6.36
8/22/1982,2.78,5.15
8/23/1982,2.73,5.15
8/24/1982,4.57,4.95
8/25/1982,4.65,4.76
8/26/1982,5.14,4.02
8/27/1982,5.57,5.74
8/28/1982,4.57,6.78
8/29/1982,3.40,6.78
8/30/1982,3.02,6.57
8/31/1982,2.73,6.57
9/1/1982,2.73,7.67
9/2/1982,2.39,108.48
9/3/1982,2.16,53.09
9/4/1982,2.96,28.22
9/5/1982,2.73,17.28
9/6/1982,2.60,13.25
9/7/1982,4.98,10.94
9/8/1982,4.57,9.29
9/9/1982,3.61,8.78
9/10/1982,3.27,9.01
9/11/1982,3.27,7.43
9/12/1982,3.02,9.98
9/13/1982,3.15,12.86
9/14/1982,8.00,10.08
9/15/1982,5.93,8.32
9/16/1982,4.90,7.43
9/17/1982,4.03,7.21
9/18/1982,3.61,7.21
9/19/1982,3.15,6.78
9/20/1982,2.83,6.57
9/21/1982,2.60,5.74
9/22/1982,2.44,10.08
9/23/1982,2.35,7.65
9/24/1982,2.35,7.54
9/25/1982,2.22,7.45
9/26/1982,2.22,7.33
9/27/1982,2.05,7.23
9/28/1982,2.05,7.14
9/29/1982,1.94,7.04
9/30/1982,1.87,6.92
10/1/1982,1.87,6.84
10/2/1982,1.74,6.73
10/3/1982,1.65,6.62
10/4/1982,1.65,6.55
10/5/1982,1.65,6.44
10/6/1982,1.64,6.34
10/7/1982,1.63,6.25
10/8/1982,1.63,6.14
10/9/1982,1.61,6.14
10/10/1982,1.61,6.36
10/11/1982,1.61,6.57
10/12/1982,1.61,6.14
10/13/1982,3.02,8.35
10/14/1982,2.44,10.08
10/15/1982,2.39,9.38
10/16/1982,2.05,8.72
10/17/1982,1.87,8.09
10/18/1982,1.71,7.49
10/19/1982,1.65,6.92
10/20/1982,1.61,6.36
10/21/1982,1.61,6.19
10/22/1982,1.56,6.02
10/23/1982,1.56,5.88
10/24/1982,1.61,5.72
10/25/1982,1.60,5.56
10/26/1982,1.59,5.40
10/27/1982,1.57,5.26
10/28/1982,1.56,5.11
10/29/1982,1.56,4.95
10/30/1982,85.31,6.08
10/31/1982,28.62,6.57
11/1/1982,17.50,6.36
11/2/1982,6.82,5.34
11/3/1982,4.99,6.81
11/4/1982,4.22,5.15
11/5/1982,3.80,10.08
11/6/1982,3.46,22.46
11/7/1982,3.20,12.58
11/8/1982,3.15,22.08
11/9/1982,3.15,68.83
11/10/1982,3.08,22.75
11/11/1982,3.02,43.39
11/12/1982,3.02,33.60
11/13/1982,2.97,23.52
11/14/1982,2.90,25.82
11/15/1982,2.85,19.78
11/16/1982,2.85,15.74
11/17/1982,2.79,11.90
11/18/1982,2.75,10.08
11/19/1982,2.71,9.89
11/20/1982,2.69,12.67
11/21/1982,2.64,15.36
11/22/1982,2.60,12.58
11/23/1982,2.56,8.32
11/24/1982,2.52,8.09
11/25/1982,2.50,7.87
11/26/1982,2.48,7.21
11/27/1982,2.47,9.70
11/28/1982,2.44,9.89
11/29/1982,2.43,11.52
11/30/1982,2.41,10.66
12/1/1982,2.40,9.89
12/2/1982,2.39,8.09
12/3/1982,2.37,7.21
12/4/1982,2.36,10.75
12/5/1982,2.35,13.25
12/6/1982,2.33,8.78
12/7/1982,2.32,8.09
12/8/1982,2.31,10.37
12/9/1982,2.29,13.92
12/10/1982,2.28,13.92
12/11/1982,2.25,15.55
12/12/1982,2.24,12.58
12/13/1982,2.22,11.81
12/14/1982,2.21,11.52
12/15/1982,2.20,12.00
12/16/1982,2.18,9.29
12/17/1982,2.17,7.87
12/18/1982,2.16,11.14
12/19/1982,2.14,10.94
12/20/1982,2.13,10.37
12/21/1982,2.12,9.57
12/22/1982,2.12,8.78
12/23/1982,2.17,8.55
12/24/1982,2.17,8.78
12/25/1982,2.21,8.55
12/26/1982,2.21,7.65
12/27/1982,2.27,7.21
12/28/1982,2.32,6.78
12/29/1982,2.36,12.86
12/30/1982,2.36,13.54
12/31/1982,2.41,10.08
1/1/1983,2.41,9.01
1/2/1983,2.52,8.32
1/3/1983,5.59,10.94
1/4/1983,3.46,8.78
1/5/1983,3.87,8.32
1/6/1983,10.93,8.55
1/7/1983,5.59,8.78
1/8/1983,8.73,9.11
1/9/1983,16.55,7.65
1/10/1983,4.91,6.57
1/11/1983,6.24,5.94
1/12/1983,5.17,5.54
1/13/1983,3.93,5.15
1/14/1983,3.46,4.95
1/15/1983,3.53,4.95
1/16/1983,3.27,18.05
1/17/1983,3.02,10.08
1/18/1983,6.73,7.43
1/19/1983,4.52,6.65
1/20/1983,3.34,7.87
1/21/1983,3.27,7.21
1/22/1983,2.85,14.50
1/23/1983,2.64,15.46
1/24/1983,2.73,9.01
1/25/1983,3.39,7.87
1/26/1983,4.45,7.47
1/27/1983,5.09,6.57
1/28/1983,4.30,7.08
1/29/1983,3.80,7.65
1/30/1983,3.15,9.00
1/31/1983,3.20,15.65
2/1/1983,2.90,10.94
2/2/1983,3.80,10.18
2/3/1983,4.07,8.32
2/4/1983,6.05,8.39
2/5/1983,5.25,11.52
2/6/1983,6.92,12.67
2/7/1983,9.37,8.28
2/8/1983,5.68,8.32
2/9/1983,5.68,7.65
2/10/1983,5.68,9.21
2/11/1983,7.65,11.71
2/12/1983,5.43,10.37
2/13/1983,4.52,8.78
2/14/1983,4.45,17.47
2/15/1983,5.33,32.83
2/16/1983,3.80,16.03
2/17/1983,3.27,13.73
2/18/1983,2.85,22.08
2/19/1983,2.73,12.58
2/20/1983,2.70,12.38
2/21/1983,2.70,9.60
2/22/1983,2.47,8.55
2/23/1983,2.79,9.36
2/24/1983,2.79,9.29
2/25/1983,3.15,9.54
2/26/1983,4.60,11.33
2/27/1983,3.08,16.32
2/28/1983,2.85,17.57
3/1/1983,3.66,14.88
3/2/1983,3.59,12.10
3/3/1983,3.08,15.84
3/4/1983,2.71,11.62
3/5/1983,2.90,10.37
3/6/1983,3.39,8.78
3/7/1983,3.59,8.32
3/8/1983,3.15,8.09
3/9/1983,2.79,7.87
3/10/1983,2.52,6.78
3/11/1983,2.36,6.57
3/12/1983,2.36,6.14
3/13/1983,2.47,5.34
3/14/1983,2.41,9.59
3/15/1983,5.51,7.65
3/16/1983,4.00,6.84
3/17/1983,2.58,8.90
3/18/1983,2.47,13.34
3/19/1983,2.63,11.04
3/20/1983,2.85,9.29
3/21/1983,3.34,9.22
3/22/1983,7.84,44.06
3/23/1983,3.53,24.10
3/24/1983,2.90,14.98
3/25/1983,2.58,12.19
3/26/1983,2.32,11.71
3/27/1983,2.90,11.62
3/28/1983,4.99,10.18
3/29/1983,2.90,11.23
3/30/1983,3.15,10.56
3/31/1983,3.08,9.70
4/1/1983,2.47,10.94
4/2/1983,2.47,13.54
4/3/1983,2.05,11.90
4/4/1983,4.30,12.48
4/5/1983,3.02,17.86
4/6/1983,2.79,11.90
4/7/1983,2.69,11.14
4/8/1983,2.90,10.56
4/9/1983,2.90,17.95
4/10/1983,2.97,18.72
4/11/1983,3.02,17.66
4/12/1983,3.15,21.79
4/13/1983,5.86,30.05
4/14/1983,16.82,28.22
4/15/1983,7.93,18.91
4/16/1983,3.53,15.65
4/17/1983,4.07,13.34
4/18/1983,3.93,11.90
4/19/1983,3.20,10.94
4/20/1983,3.15,12.19
4/21/1983,2.79,13.54
4/22/1983,2.58,17.09
4/23/1983,3.39,19.30
4/24/1983,3.27,17.28
4/25/1983,4.00,18.05
4/26/1983,6.14,13.25
4/27/1983,17.77,10.94
4/28/1983,7.23,12.38
4/29/1983,3.87,12.96
4/30/1983,3.39,16.61
5/1/1983,3.59,31.39
5/2/1983,2.90,43.78
5/3/1983,2.97,35.52
5/4/1983,3.02,25.82
5/5/1983,2.90,23.04
5/6/1983,3.15,23.04
5/7/1983,3.02,32.16
5/8/1983,2.90,29.28
5/9/1983,2.79,29.28
5/10/1983,2.85,27.07
5/11/1983,4.15,22.56
5/12/1983,6.92,18.53
5/13/1983,3.66,16.03
5/14/1983,3.34,15.36
5/15/1983,3.08,13.82
5/16/1983,3.73,11.90
5/17/1983,3.46,11.33
5/18/1983,3.46,9.21
5/19/1983,6.24,8.86
5/20/1983,8.23,9.79
5/21/1983,5.17,8.37
5/22/1983,8.44,9.47
5/23/1983,4.22,8.55
5/24/1983,3.66,13.92
5/25/1983,3.27,21.50
5/26/1983,2.90,24.77
5/27/1983,4.30,16.03
5/28/1983,3.80,13.63
5/29/1983,2.90,10.37
5/30/1983,3.20,10.85
5/31/1983,3.46,9.29
6/1/1983,3.66,9.44
6/2/1983,3.15,10.27
6/3/1983,2.79,9.57
6/4/1983,2.66,7.65
6/5/1983,2.33,7.65
6/6/1983,2.41,7.43
6/7/1983,2.78,7.48
6/8/1983,4.60,7.43
6/9/1983,7.03,6.99
6/10/1983,8.73,6.67
6/11/1983,10.13,6.60
6/12/1983,5.95,6.55
6/13/1983,4.91,6.48
6/14/1983,6.14,6.42
6/15/1983,8.84,6.36
6/16/1983,5.17,6.67
6/17/1983,4.52,5.75
6/18/1983,4.00,5.75
6/19/1983,4.22,6.67
6/20/1983,4.68,6.99
6/21/1983,14.92,6.36
6/22/1983,7.12,6.05
6/23/1983,4.99,6.05
6/24/1983,4.07,14.98
6/25/1983,3.80,17.18
6/26/1983,5.17,11.52
6/27/1983,6.62,10.37
6/28/1983,11.41,10.08
6/29/1983,19.40,8.02
6/30/1983,17.09,7.64
7/1/1983,13.97,10.75
7/2/1983,10.70,27.94
7/3/1983,11.41,19.30
7/4/1983,11.64,35.62
7/5/1983,10.36,92.93
7/6/1983,9.26,62.11
7/7/1983,12.13,53.28
7/8/1983,17.09,62.78
7/9/1983,10.24,63.36
7/10/1983,8.84,52.51
7/11/1983,7.74,43.20
7/12/1983,8.53,35.04
7/13/1983,7.74,24.10
7/14/1983,7.12,20.26
7/15/1983,4.83,20.16
7/16/1983,3.08,16.61
7/17/1983,3.08,15.17
7/18/1983,2.85,13.44
7/19/1983,2.74,12.86
7/20/1983,2.69,12.67
7/21/1983,2.90,12.29
7/22/1983,3.02,50.50
7/23/1983,3.02,27.94
7/24/1983,3.02,16.03
7/25/1983,2.90,13.25
7/26/1983,2.74,11.90
7/27/1983,2.63,10.37
7/28/1983,2.52,9.01
7/29/1983,2.69,8.78
7/30/1983,3.39,8.55
7/31/1983,3.59,7.65
8/1/1983,2.90,8.19
8/2/1983,2.69,8.55
8/3/1983,2.47,7.65
8/4/1983,2.58,7.21
8/5/1983,2.52,6.57
8/6/1983,2.48,5.74
8/7/1983,2.44,6.22
8/8/1983,2.40,5.94
8/9/1983,2.36,5.15
8/10/1983,2.52,5.03
8/11/1983,2.63,4.93
8/12/1983,2.36,4.82
8/13/1983,2.47,4.70
8/14/1983,2.27,4.59
8/15/1983,3.27,4.49
8/16/1983,4.00,4.39
8/17/1983,3.53,4.27
8/18/1983,2.63,4.19
8/19/1983,2.69,4.08
8/20/1983,2.58,3.96
8/21/1983,2.58,3.86
8/22/1983,3.59,3.77
8/23/1983,4.22,3.67
8/24/1983,3.27,5.88
8/25/1983,3.20,6.97
8/26/1983,3.08,5.34
8/27/1983,2.75,5.15
8/28/1983,2.58,5.63
8/29/1983,3.59,12.86
8/30/1983,5.86,7.55
8/31/1983,4.00,20.93
9/1/1983,4.07,50.21
9/2/1983,6.33,38.78
9/3/1983,10.13,26.11
9/4/1983,7.74,17.28
9/5/1983,13.97,13.25
9/6/1983,9.16,10.94
9/7/1983,8.73,10.37
9/8/1983,7.45,9.57
9/9/1983,5.86,8.55
9/10/1983,4.99,9.55
9/11/1983,4.52,8.78
9/12/1983,4.30,8.32
9/13/1983,3.80,7.43
9/14/1983,3.53,6.99
9/15/1983,3.27,6.78
9/16/1983,3.27,8.15
9/17/1983,3.46,6.78
9/18/1983,3.87,6.36
9/19/1983,10.24,5.74
9/20/1983,8.95,5.34
9/21/1983,5.33,6.14
9/22/1983,4.37,5.34
9/23/1983,3.53,5.15
9/24/1983,3.02,5.15
9/25/1983,2.79,4.95
9/26/1983,2.69,4.76
9/27/1983,2.41,4.39
9/28/1983,2.36,4.20
9/29/1983,2.41,3.84
9/30/1983,2.47,3.84
10/1/1983,2.36,3.84
10/2/1983,2.17,5.41
10/3/1983,2.17,6.74
10/4/1983,2.17,4.39
10/5/1983,2.17,4.02
10/6/1983,2.16,4.39
10/7/1983,2.01,4.02
10/8/1983,2.03,3.75
10/9/1983,1.89,3.69
10/10/1983,1.89,3.62
10/11/1983,1.87,3.56
10/12/1983,1.87,3.49
10/13/1983,1.86,3.43
10/14/1983,1.86,3.36
10/15/1983,1.84,3.29
10/16/1983,1.84,3.23
10/17/1983,1.83,3.16
10/18/1983,1.83,3.11
10/19/1983,1.82,3.04
10/20/1983,1.82,2.98
10/21/1983,1.80,2.92
10/22/1983,1.89,2.85
10/23/1983,1.80,2.80
10/24/1983,1.76,2.75
10/25/1983,1.76,2.68
10/26/1983,3.02,5.55
10/27/1983,2.47,3.49
10/28/1983,3.59,10.27
10/29/1983,17.36,6.41
10/30/1983,16.01,4.39
10/31/1983,11.05,4.02
11/1/1983,5.86,3.67
11/2/1983,3.93,4.02
11/3/1983,3.15,4.20
11/4/1983,2.90,3.84
11/5/1983,2.77,3.49
11/6/1983,2.69,3.41
11/7/1983,2.36,12.10
11/8/1983,2.32,22.46
11/9/1983,2.17,21.70
11/10/1983,2.12,17.66
11/11/1983,2.08,10.75
11/12/1983,2.05,13.44
11/13/1983,2.01,13.82
11/14/1983,1.97,12.77
11/15/1983,1.93,8.89
11/16/1983,1.90,7.65
11/17/1983,1.86,9.45
11/18/1983,1.82,8.32
11/19/1983,1.79,22.46
11/20/1983,1.75,34.75
11/21/1983,1.72,18.62
11/22/1983,1.68,13.25
11/23/1983,1.65,10.66
11/24/1983,1.61,12.10
11/25/1983,1.68,12.86
11/26/1983,1.56,11.90
11/27/1983,1.56,16.80
11/28/1983,1.49,26.11
11/29/1983,1.52,21.12
11/30/1983,2.06,16.13
12/1/1983,1.56,13.25
12/2/1983,1.56,13.25
12/3/1983,1.52,12.86
12/4/1983,1.49,15.65
12/5/1983,1.49,15.36
12/6/1983,1.45,17.28
12/7/1983,1.45,13.92
12/8/1983,1.49,12.96
12/9/1983,1.45,15.07
12/10/1983,1.41,19.68
12/11/1983,1.41,16.32
12/12/1983,1.37,12.58
12/13/1983,1.37,11.33
12/14/1983,1.34,12.86
12/15/1983,1.34,15.55
12/16/1983,1.34,12.58
12/17/1983,1.30,10.37
12/18/1983,1.30,9.89
12/19/1983,1.30,10.08
12/20/1983,1.34,9.29
12/21/1983,1.30,8.55
12/22/1983,1.30,12.96
12/23/1983,1.30,22.66
12/24/1983,1.99,19.97
12/25/1983,1.80,14.40
12/26/1983,1.65,31.97
12/27/1983,1.57,25.44
12/28/1983,1.45,16.90
12/29/1983,1.42,14.21
12/30/1983,1.67,12.96
12/31/1983,1.93,13.82
